antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
{'Sistem Informasi Bilingual - Rabu - mata kuliah praktikum pemrograman bergerak'},{'Lab. Pemrograman Lanjut (Diklat Lt.4)'},0.0030102347983142685,0.08398555087296809,0.0030102347983142685,1.0,11.906810035842295,1.0,0.002757418570520867,inf,0.918780193236715,0.035842293906810034,1.0,0.517921146953405
{'Sistem Informasi Bilingual - Kamis - meminjam kunci lab'},{'Lab. Pemrograman Lanjut (Diklat Lt.4)'},0.0012040939193257074,0.08398555087296809,0.0012040939193257074,1.0,11.906810035842295,1.0,0.0011029674282083467,inf,0.9171187462326703,0.014336917562724014,1.0,0.507168458781362
{'Sistem Informasi Bilingual - Kamis - kelas etika profesi '},{'Lab. Pemrograman Lanjut (Diklat Lt.4)'},0.0015051173991571343,0.08398555087296809,0.0015051173991571343,1.0,11.906810035842295,1.0,0.0013787092852604334,inf,0.9173952366596323,0.017921146953405017,1.0,0.5089605734767025
{'Sistem Informasi Bilingual - Jumat - praktikum pem web 1'},{'Lab. Pemrograman Lanjut (Diklat Lt.4)'},0.0012040939193257074,0.08398555087296809,0.0012040939193257074,1.0,11.906810035842295,1.0,0.0011029674282083467,inf,0.9171187462326703,0.014336917562724014,1.0,0.507168458781362
{'Sistem Informasi Bilingual - Jumat - tugas jaga lab'},{'Lab. Struktur Data & SI Akuntansi (Comlab Lt.3)'},0.0012040939193257074,0.08308248043347381,0.0012040939193257074,1.0,12.03623188405797,1.0,0.0011040548098332646,inf,0.9180229053646776,0.014492753623188406,1.0,0.5072463768115942
{'Sistem Informasi Bilingual - Kamis - tugas jaga lab'},{'Lab. Struktur Data & SI Akuntansi (Comlab Lt.3)'},0.0015051173991571343,0.08308248043347381,0.0015051173991571343,1.0,12.03623188405797,1.0,0.0013800685122915806,inf,0.9182996683750377,0.018115942028985508,1.0,0.5090579710144928
{'Teknik Komputer - Selasa - jadwal kelas'},{'Lab. RPL & Sistem Informasi (Comlab Lt.3)'},0.0012040939193257074,0.07495484647802529,0.0012040939193257074,1.0,13.341365461847388,1.0,0.0011138412444575251,inf,0.9261603375527425,0.01606425702811245,1.0,0.5080321285140562
{'Sistem Informasi Bilingual - Kamis - asisten lab '},{'Lab. RPL & Sistem Informasi (Comlab Lt.3)'},0.004515352197471403,0.07495484647802529,0.004214328717639976,0.9333333333333332,12.451941097724228,1.0,0.0038758811868842926,13.875677302829601,0.923862801848892,0.056,0.92793144592689,0.4947791164658634
{'Komputerisasi Akuntansi - Rabu - praktikum desain web'},{'Lab. Pemrograman Lanjut (Diklat Lt.4)'},0.0033112582781456954,0.08398555087296809,0.0030102347983142685,0.9090909090909091,10.82437275985663,1.0,0.0027321369477415263,10.076158940397347,0.9106312292358804,0.03571428571428571,0.9007558330594807,0.47246660149885955
{'Manajemen Informatika - Selasa - kuliah praktikum animasi komputer'},{'Lab. Basis Data & Big Data (Comlab Lt.4)'},0.0030102347983142685,0.052980132450331126,0.0027092113184828417,0.9,16.9875,1.0,0.002549728680161556,9.47019867549669,0.9439747718733226,0.05084745762711864,0.8944055944055944,0.47556818181818183
{'Sistem Informasi Bilingual - Rabu - asisten lab '},{'Lab. RPL & Sistem Informasi (Comlab Lt.3)'},0.0030102347983142685,0.07495484647802529,0.0027092113184828417,0.9,12.00722891566265,1.0,0.002483579631312386,9.25045153521975,0.9194847020933977,0.036,0.8918971688903352,0.4680722891566265
{'Manajemen Informatika - Rabu - praktikum basis data i'},{'Lab. Pemrograman Internet (Diklat Lt.5)'},0.002408187838651415,0.06923540036122817,0.002107164358819988,0.875,12.63804347826087,1.0,0.0019404325096659164,7.446116797110174,0.9230968186912664,0.0303030303030303,0.8657018111254852,0.45271739130434785
{'Manajemen Informatika - Kamis - praktikum multimedia i '},{'Lab. Struktur Data & SI Akuntansi (Comlab Lt.3)'},0.002107164358819988,0.08308248043347381,0.001806140878988561,0.8571428571428571,10.316770186335402,1.0,0.0016310724373767862,6.418422636965682,0.904977375565611,0.021660649819494587,0.8441984804427352,0.43944099378881984
{'Teknik Komputer - Kamis - belajar'},{'RUANG COMLAB 1.1'},0.002107164358819988,0.048464780252859725,0.001806140878988561,0.8571428571428571,17.68589174800355,1.0,0.0017040176213816924,6.66074653822998,0.9454499748617395,0.037037037037037035,0.8498666787183079,0.44720496894409933
{'Sistem Informasi Bilingual - Selasa - asisten lab'},{'Lab. RPL & Sistem Informasi (Comlab Lt.3)'},0.004214328717639976,0.07495484647802529,0.003612281757977122,0.8571428571428571,11.435456110154904,1.0,0.0032963973959384846,6.47531607465382,0.9164147521160821,0.047808764940239036,0.8455673841290502,0.45266781411359724
{'Komputerisasi Akuntansi - Kamis - pratikum zahir accounting '},{'Lab. Struktur Data & SI Akuntansi (Comlab Lt.3)'},0.002107164358819988,0.08308248043347381,0.001806140878988561,0.8571428571428571,10.316770186335402,1.0,0.0016310724373767862,6.418422636965682,0.904977375565611,0.021660649819494587,0.8441984804427352,0.43944099378881984
{'Manajemen Informatika - Jumat - kuliah multimedia ii'},{'Lab. Pemrograman Dasar (Diklat Lt.3)'},0.002107164358819988,0.06923540036122817,0.001806140878988561,0.8571428571428571,12.380124223602484,1.0,0.0016602505109787485,6.5153521974714,0.9211664152840623,0.025974025974025976,0.8465163555719829,0.4416149068322981
{'Sistem Informasi Bilingual - Senin - asisten lab '},{'Lab. RPL & Sistem Informasi (Comlab Lt.3)'},0.001806140878988561,0.07495484647802529,0.0015051173991571343,0.8333333333333334,11.117804551539491,1.0,0.001369738386854861,5.550270921131849,0.9117008443908322,0.02,0.8198286148172254,0.426706827309237
{'Teknik Komputer - Kamis - praktikum sistem operasi'},{'Lab. Jaringan Komputer & Komdat (Comlab Lt.2)'},0.001806140878988561,0.09211318482841661,0.0015051173991571343,0.8333333333333334,9.046840958605666,1.0,0.0013387480105447021,5.447320891029502,0.8910735826296743,0.016286644951140065,0.816423519009726,0.4248366013071896
{'Sistem Komputer - Selasa - materi'},{'Lab. Pemrograman Dasar (Diklat Lt.3)'},0.001806140878988561,0.06923540036122817,0.0015051173991571343,0.8333333333333334,12.036231884057973,1.0,0.0013800685122915806,5.584587597832632,0.9185765983112183,0.021645021645021648,0.8209357481673135,0.427536231884058
{'Manajemen Informatika - Selasa - matakuliah'},{'Lab. Basis Data & Big Data (Comlab Lt.4)'},0.001806140878988561,0.052980132450331126,0.0015051173991571343,0.8333333333333334,15.729166666666668,1.0,0.0014094278161643629,5.682119205298014,0.9381182147165259,0.02824858757062147,0.824009324009324,0.43087121212121215
{'Sistem Informasi Bilingual - Selasa - asisten lab '},{'Lab. RPL & Sistem Informasi (Comlab Lt.3)'},0.001806140878988561,0.07495484647802529,0.0015051173991571343,0.8333333333333334,11.117804551539491,1.0,0.001369738386854861,5.550270921131849,0.9117008443908322,0.02,0.8198286148172254,0.426706827309237
{'Manajemen Informatika - Jumat - kuliah praktikum basis data'},{'Lab. Basis Data & Big Data (Comlab Lt.4)'},0.001806140878988561,0.052980132450331126,0.0015051173991571343,0.8333333333333334,15.729166666666668,1.0,0.0014094278161643629,5.682119205298014,0.9381182147165259,0.02824858757062147,0.824009324009324,0.43087121212121215
{'Sistem Komputer - Jumat - belajar'},{'Lab. Elektronika & Sistem Digital (Comlab Lt.2)'},0.001806140878988561,0.08579169175195665,0.0015051173991571343,0.8333333333333334,9.713450292397662,1.0,0.0013501655176063397,5.4852498494882616,0.8986731001206273,0.017482517482517484,0.8176928986938865,0.42543859649122806
{'Teknik Komputer - Jumat - kecerdasan buatan '},{'RUANG Studio (Comlab Lt.4)'},0.0033112582781456954,0.030403371462974112,0.0027092113184828417,0.8181818181818182,26.91089108910891,1.0,0.00260853790304253,5.332781456953644,0.9660391288298263,0.08737864077669903,0.8124805960881715,0.45364536453645365
{'Komputerisasi Akuntansi - Selasa - praktikum anggaran '},{'Lab. Multimedia & Pemrograman Game (Comlab Lt.4)'},0.0015051173991571343,0.0526791089704997,0.0012040939193257074,0.8,15.186285714285717,1.0,0.0011248056758421136,4.736604455147503,0.9355592402773591,0.02272727272727273,0.7888782967905943,0.4114285714285715
{'Komputerisasi Akuntansi - Kamis - praktikum algoritma dan pemrograman '},{'Lab. Pemrograman Lanjut (Diklat Lt.4)'},0.0015051173991571343,0.08398555087296809,0.0012040939193257074,0.8,9.525448028673836,1.0,0.0010776858054290066,4.580072245635161,0.8963671992764548,0.014285714285714284,0.7816628327308578,0.40716845878136204
{'Komputerisasi Akuntansi - Rabu - pratikum basis data '},{'Lab. Basis Data & Big Data (Comlab Lt.4)'},0.0015051173991571343,0.052980132450331126,0.0012040939193257074,0.8,15.100000000000001,1.0,0.0011243526001650645,4.735099337748345,0.9351823937292735,0.02259887005649718,0.7888111888111888,0.4113636363636364
{'Teknik Komputer - Rabu - belajar '},{'RUANG 3 A'},0.0015051173991571343,0.0448524984948826,0.0012040939193257074,0.8,17.836241610738256,1.0,0.0011365856434453904,4.775737507525588,0.9453572505275852,0.026666666666666672,0.7906082571698708,0.4134228187919463
{'Sistem Komputer - Rabu - belajar'},{'Lab. Elektronika & Sistem Digital (Comlab Lt.2)'},0.0015051173991571343,0.08579169175195665,0.0012040939193257074,0.8,9.324912280701755,1.0,0.0010749673513667118,4.571041541240218,0.894106119987941,0.013986013986013984,0.7812314784326638,0.40701754385964917
{'Sistem Informasi Bilingual - Selasa - praktikum basis data ii'},{'Lab. Pemrograman Lanjut (Diklat Lt.4)'},0.0015051173991571343,0.08398555087296809,0.0012040939193257074,0.8,9.525448028673836,1.0,0.0010776858054290066,4.580072245635161,0.8963671992764548,0.014285714285714284,0.7816628327308578,0.40716845878136204
{'Sistem Informasi Bilingual - Kamis - mata kuliah multimedia'},{'RUANG COMLAB 1.1'},0.0015051173991571343,0.048464780252859725,0.0012040939193257074,0.8,16.506832298136647,1.0,0.0011311487353208012,4.757676098735702,0.9408350919505579,0.02469135802469136,0.7898133502056311,0.41242236024844725
{'Teknik Komputer - Kamis - tugas akhir '},"{'Lab. Robotika, Sistem Kendali & Sistem Tertanam (Comlab Lt.2)'}",0.0015051173991571343,0.050270921131848285,0.0012040939193257074,0.8,15.913772455089822,1.0,0.0011284302812585064,4.74864539434076,0.938574012662044,0.02380952380952381,0.7894136291600634,0.4119760479041916
{'Teknik Komputer - Jumat - tugas akhir '},"{'Lab. Robotika, Sistem Kendali & Sistem Tertanam (Comlab Lt.2)'}",0.0015051173991571343,0.050270921131848285,0.0012040939193257074,0.8,15.913772455089822,1.0,0.0011284302812585064,4.74864539434076,0.938574012662044,0.02380952380952381,0.7894136291600634,0.4119760479041916
{'Teknik Informatika Bilingual - Rabu - mata kuliah grafika komputer'},{'Lab. Pemrograman Dasar (Diklat Lt.3)'},0.0027092113184828417,0.06923540036122817,0.002107164358819988,0.7777777777777778,11.233816425120773,1.0,0.0019195910285216575,4.188440698374473,0.9134578069078523,0.030172413793103446,0.7612476642230847,0.40410628019323674
{'Teknik Komputer - Senin - tugas akhir '},"{'Lab. Robotika, Sistem Kendali & Sistem Tertanam (Comlab Lt.2)'}",0.002408187838651415,0.050270921131848285,0.001806140878988561,0.75,14.919161676646706,1.0,0.0016850790580810397,3.798916315472607,0.9352243009454838,0.03550295857988166,0.7367670364500792,0.3929640718562874
{'Manajemen Informatika - Selasa - praktikum animasi komputer '},{'Lab. Multimedia & Pemrograman Game (Comlab Lt.4)'},0.004515352197471403,0.0526791089704997,0.0033112582781456954,0.7333333333333333,13.920761904761905,1.0,0.003073393547694914,3.5524533413606254,0.9323748522418012,0.06145251396648046,0.7185043957207923,0.39809523809523806
{'Sistem Komputer - Jumat - asisten lab'},{'Lab. Jaringan Komputer & Komdat (Comlab Lt.2)'},0.005418422636965683,0.09211318482841661,0.0039133052378085495,0.7222222222222223,7.840595497458244,1.0,0.003414197071971253,3.2683925346177016,0.877211771279568,0.041800643086816726,0.6940391983495433,0.3823529411764706
{'Teknik Komputer - Rabu - tugas akhir'},"{'Lab. Robotika, Sistem Kendali & Sistem Tertanam (Comlab Lt.2)'}",0.004214328717639976,0.050270921131848285,0.0030102347983142685,0.7142857142857143,14.208725406330197,1.0,0.002798376611726106,3.324051776038531,0.9335550181378476,0.05847953216374269,0.6991623273715192,0.3870829769033362
{'Sistem Informasi Bilingual - Jumat - jaga lab - aslab'},{'Lab. Struktur Data & SI Akuntansi (Comlab Lt.3)'},0.002107164358819988,0.08308248043347381,0.0015051173991571343,0.7142857142857143,8.597308488612837,1.0,0.0013300489575453593,3.209211318482842,0.8855505279034691,0.01798561151079137,0.6883969608854704,0.3662008281573499
{'Manajemen Informatika - Kamis - praktikum pemrograman visual '},{'Lab. RPL & Sistem Informasi (Comlab Lt.3)'},0.004214328717639976,0.07495484647802529,0.0030102347983142685,0.7142857142857143,9.52954675846242,1.0,0.002694350436275631,3.2376580373269115,0.8988512696493349,0.03952569169960474,0.6911347682581005,0.3772231784279977
{'Teknik Komputer - Selasa - tugas akhir'},{'Lab. Jaringan Komputer & Komdat (Comlab Lt.2)'},0.002107164358819988,0.09211318482841661,0.0015051173991571343,0.7142857142857143,7.754435107376284,1.0,0.0013110197791092967,3.177603853100542,0.8728808446455505,0.016233766233766236,0.6852974611595302,0.36531279178338005
{'Manajemen Informatika - Selasa - praktikum paket program aplikasi ii'},{'RUANG COMLAB 1.1'},0.001806140878988561,0.048464780252859725,0.0012040939193257074,0.6666666666666666,13.755693581780537,1.0,0.00111655969851982,2.8546056592414204,0.9289806996381182,0.024539877300613498,0.6496889170093851,0.34575569358178054
{'Sistem Informasi Bilingual - Rabu - jaga lab - aslab'},{'Lab. Struktur Data & SI Akuntansi (Comlab Lt.3)'},0.001806140878988561,0.08308248043347381,0.0012040939193257074,0.6666666666666666,8.02415458937198,1.0,0.0010540352550870431,2.7507525586995785,0.8769601930036188,0.014388489208633093,0.6364631210330488,0.3405797101449275
{'Sistem Komputer - Senin - belajar'},{'Lab. Elektronika & Sistem Digital (Comlab Lt.2)'},0.001806140878988561,0.08579169175195665,0.0012040939193257074,0.6666666666666666,7.7707602339181285,1.0,0.0010491420377749128,2.74262492474413,0.8728890229191798,0.013937282229965157,0.635385797387773,0.34035087719298246
{'Teknik Komputer - Selasa - praktikum'},{'Lab. Elektronika & Sistem Digital (Comlab Lt.2)'},0.001806140878988561,0.08579169175195665,0.0012040939193257074,0.6666666666666666,7.7707602339181285,1.0,0.0010491420377749128,2.74262492474413,0.8728890229191798,0.013937282229965157,0.635385797387773,0.34035087719298246
{'Teknik Komputer - Senin - tugas akhir'},{'Lab. Jaringan Komputer & Komdat (Comlab Lt.2)'},0.001806140878988561,0.09211318482841661,0.0012040939193257074,0.6666666666666666,7.237472766884531,1.0,0.0010377245307132753,2.72366044551475,0.8633896260554885,0.012987012987012986,0.6328470380194517,0.3398692810457516
{'Manajemen Informatika - Senin - praktikum desain grafis'},{'Lab. Multimedia & Pemrograman Game (Comlab Lt.4)'},0.001806140878988561,0.0526791089704997,0.0012040939193257074,0.6666666666666666,12.655238095238095,1.0,0.0011089480271453949,2.8419626730885006,0.9226477683956574,0.02259887005649718,0.6481304946509904,0.34476190476190477
{'Sistem Informasi Bilingual - Kamis - kelas'},{'Lab. Pemrograman Lanjut (Diklat Lt.4)'},0.001806140878988561,0.08398555087296809,0.0012040939193257074,0.6666666666666666,7.937873357228195,1.0,0.0010524041826496663,2.7480433473810955,0.8756031363088058,0.014234875444839857,0.6361047212180961,0.34050179211469533
{'Teknik Komputer - Senin - praktikum sistem kendali '},{'Lab. Studio (Comlab Lt.4)'},0.001806140878988561,0.03281155930162553,0.0012040939193257074,0.6666666666666666,20.318042813455655,1.0,0.0011448316207676842,2.901565322095123,0.952503015681544,0.036036036036036036,0.6553584396721651,0.3516819571865443
{'Teknik Komputer - Kamis - tugas akhir'},{'Lab. Jaringan Komputer & Komdat (Comlab Lt.2)'},0.002408187838651415,0.09211318482841661,0.0015051173991571343,0.625,6.785130718954249,1.0,0.0012832915476738913,2.4210315071242223,0.8546771273385636,0.016181229773462785,0.5869529177718833,0.3206699346405229
{'Manajemen Informatika - Kamis - praktikum multimedia '},{'Lab. Multimedia & Pemrograman Game (Comlab Lt.4)'},0.002408187838651415,0.0526791089704997,0.0015051173991571343,0.625,11.864285714285716,1.0,0.0013782562095833843,2.5261890427453344,0.9179239589619795,0.028089887640449437,0.6041468064823642,0.3267857142857143
{'Sistem Informasi Bilingual - Rabu - asisten lab'},{'Lab. RPL & Sistem Informasi (Comlab Lt.3)'},0.002408187838651415,0.07495484647802529,0.0015051173991571343,0.625,8.338353413654618,1.0,0.00132461204942077,2.466787076058599,0.8821967410983705,0.01984126984126984,0.5946143833387569,0.3225401606425703
{'Sistem Komputer - Selasa - asisten lab'},{'Lab. Jaringan Komputer & Komdat (Comlab Lt.2)'},0.008729680915111379,0.09211318482841661,0.005418422636965683,0.6206896551724138,6.738336713995944,1.0,0.004614303925338928,2.3935197854523564,0.8590950501062862,0.056782334384858045,0.5822052501600659,0.33975659229208927
{'Sistem Komputer - Senin - asisten lab'},{'Lab. Jaringan Komputer & Komdat (Comlab Lt.2)'},0.007224563515954244,0.09211318482841661,0.004214328717639976,0.5833333333333334,6.332788671023966,1.0,0.0035488511631902473,2.1789283564118005,0.8482197002512346,0.04430379746835444,0.5410587975243147,0.3145424836601307
{'Manajemen Informatika - Kamis - kegiatan belajar kuliah'},{'Lab. Basis Data & Big Data (Comlab Lt.4)'},0.003612281757977122,0.052980132450331126,0.002107164358819988,0.5833333333333334,11.010416666666668,1.0,0.0019157851928344452,2.272847682119205,0.9124730254639621,0.038674033149171276,0.5600233100233101,0.31155303030303033
{'Sistem Informasi Bilingual - Kamis - asisten lab'},{'Lab. RPL & Sistem Informasi (Comlab Lt.3)'},0.002107164358819988,0.07495484647802529,0.0012040939193257074,0.5714285714285714,7.6236374067699355,1.0,0.0010461517383063886,2.1584386915512743,0.8706636500754147,0.015873015873015872,0.5367021523871507,0.2937464142283419
{'Sistem Informasi Bilingual - Senin - asisten lab'},{'Lab. RPL & Sistem Informasi (Comlab Lt.3)'},0.004214328717639976,0.07495484647802529,0.002408187838651415,0.5714285714285714,7.6236374067699355,1.0,0.0020923034766127772,2.1584386915512743,0.872506045949214,0.03137254901960784,0.5367021523871507,0.3017785427423981
{'Sistem Komputer - Kamis - asisten lab'},{'Lab. Jaringan Komputer & Komdat (Comlab Lt.2)'},0.006321493076459964,0.09211318482841661,0.003612281757977122,0.5714285714285714,6.203548085901027,1.0,0.0030299888978336095,2.1184025687336945,0.8441381399575886,0.0380952380952381,0.5279461917392951,0.3053221288515406
{'Sistem Komputer - Selasa - tugas akhir'},{'Lab. Perangkat keras & Teknologi Komponen (Comlab Lt.3)'},0.012341962673088501,0.060505719446116796,0.006923540036122818,0.5609756097560976,9.271447639849534,1.0,0.006176780705210479,2.1399591945949563,0.903290354213323,0.10502283105022832,0.5327013699486562,0.33770173522630753
{'Sistem Komputer - Rabu - asisten lab'},{'Lab. Elektronika & Sistem Digital (Comlab Lt.2)'},0.004515352197471403,0.08579169175195665,0.002408187838651415,0.5333333333333333,6.2166081871345025,1.0,0.002020808134774428,1.9590178033886643,0.8429467795585123,0.027397260273972605,0.4895401163428822,0.2807017543859649
{'Sistem Komputer - Jumat - tugas akhir'},{'Lab. Perangkat keras & Teknologi Komponen (Comlab Lt.3)'},0.012944009632751354,0.060505719446116796,0.006321493076459964,0.48837209302325585,8.071502950364458,1.0,0.005538306461112878,1.8362842756280444,0.8875963926284145,0.09417040358744394,0.45542200994016535,0.2964248524817772
{'Sistem Komputer - Rabu - asisten lab'},{'Lab. Jaringan Komputer & Komdat (Comlab Lt.2)'},0.004515352197471403,0.09211318482841661,0.002107164358819988,0.4666666666666666,5.066230936819172,1.0,0.0016912408872889074,1.7022877784467185,0.806255129811223,0.022292993630573247,0.4125552608311228,0.24477124183006532
{'Sistem Komputer - Rabu - tugas akhir'},"{'Lab. Robotika, Sistem Kendali & Sistem Tertanam (Comlab Lt.2)'}",0.01053582179409994,0.050270921131848285,0.00481637567730283,0.4571428571428572,9.093584260051326,1.0,0.0042867302108324234,1.7495009347571218,0.8995094310921814,0.08602150537634408,0.4284084220058864,0.27647562018819505
{'Sistem Komputer - Senin - tugas akhir'},"{'Lab. Robotika, Sistem Kendali & Sistem Tertanam (Comlab Lt.2)'}",0.014449127031908489,0.050270921131848285,0.006321493076459964,0.43750000000000006,8.702844311377246,1.0,0.005595122151014835,1.6884072513211585,0.8980713849376035,0.10824742268041238,0.40772583201267837,0.281624251497006
{'Sistem Komputer - Kamis - asisten lab'},{'Lab. Elektronika & Sistem Digital (Comlab Lt.2)'},0.006321493076459964,0.08579169175195665,0.0027092113184828417,0.42857142857142855,4.995488721804511,1.0,0.0021668797330550603,1.599864539434076,0.8049076037564376,0.030303030303030304,0.3749470812361823,0.2300751879699248
{'Sistem Informasi Bilingual - Senin - asisten lab'},{'Lab. Struktur Data & SI Akuntansi (Comlab Lt.3)'},0.004214328717639976,0.08308248043347381,0.001806140878988561,0.42857142857142855,5.158385093167701,1.0,0.001456003995765011,1.604605659241421,0.809552599758162,0.02112676056338028,0.37679392177094073,0.22515527950310557
{'Sistem Komputer - Rabu - tugas akhir'},{'Lab. Perangkat keras & Teknologi Komponen (Comlab Lt.3)'},0.01053582179409994,0.060505719446116796,0.004214328717639976,0.4,6.610945273631842,1.0,0.003576851240031882,1.5658238009231387,0.8577730453300884,0.06306306306306307,0.36135853892983016,0.2348258706467662
